Institution Name,Title IV School Code,Program Title,Program Type,Program Level,Program Format ,Program Location,Program Schedule ,Program URL,Avg Timeframe to Complete,Avg Cost,Program Category ,Program Description
Southern New Hampshire University,002580,Athletic Administration**,master,,"Classroom, Online",Brunswick,"fixed, flexible",http://www.snhu.edu/Athletic-Administration-MBA-Online.asp,Variable,$243 per credit ,Business,"Ideal for athletic directors, middle and high school coaches, and administrators of recreational sports clubs, this program complements your undergraduate degree or sports administration experience and gives you greater insight into this growing field. Online under-graduate cost per credit is $320/credit and online graduate credit cost is $627/credit. There are also special reduced rates for active duty military at $225/credit."
Southern New Hampshire University,002580,Sustainability & Environmental Compliance**,master,,"Classroom, Online",Brunswick,"fixed, flexible",http://www.snhu.edu/9474.asp,Variable,$243 per credit ,Business,"Courses in the Sustainability and Environmental Compliance concentration combine the best in business practices with the latest in environmental issues, rules and regulations. Taught by business experts and environmental advocates, the MBA in Sustainability & Environmental Compliance provides a strong foundation for anyone interested in the challenges facing our planet. Online under-graduate cost per credit is $320/credit and online graduate credit cost is $627/credit. There are also special reduced rates for active duty military at $225/credit."
Southern New Hampshire University,002580,Workplace Conflict Management**,master,,"Classroom, Online",Brunswick,"fixed, flexible",http://www.snhu.edu/9475.asp,Variable,$243 per credit ,"Business, Organizational Leadership","Resolving conflict in the workplace requires tremendous knowledge of employees, office culture and dynamics, and your management style, as well as negotiation and mediation skills. Courses in the MBA concentration in Workplace Conflict Management will help you understand these critical concepts so that you can manage people and difficult situations more effectively. Online under-graduate cost per credit is $320/credit and online graduate credit cost is $627/credit. There are also special reduced rates for active duty military at $225/credit."
Southern New Hampshire University,002580,Community Mental Health (PCMH),master,,classroom,Brunswick,fixed,http://www.snhu.edu/50.asp,Variable,$243 per credit ,"Psychology, Community Mental Health ","The Graduate Program in Community Mental Health (PCMH) offers a unique, competency-based curriculum that is specifically designed to prepare individuals to perform a wide variety of clinical and administrative roles in integrated community mental health and substance abuse services for adults and children, youth and families. Online under-graduate cost per credit is $320/credit and online graduate credit cost is $627/credit. There are also special reduced rates for active duty military at $225/credit."
Southern New Hampshire University,002580,Community Mental Health-Clinical Counseling Track,master,,classroom,Brunswick,fixed,http://www.snhu.edu/2400.asp,Variable,$243 per credit ,"Psychology, Community Mental Health ","The Master of Science Program in Community Mental Health (PCMH) offers a unique, competency-based curriculum designed to prepare you for a wide variety of clinical and administrative roles in integrated community mental health and substance abuse treatment for adults, children, youth and families. Online under-graduate cost per credit is $320/credit and online graduate credit cost is $627/credit. There are also special reduced rates for active duty military at $225/credit."
Southern New Hampshire University,002580,Organizational Leadership,master,,classroom,Brunswick,fixed,http://www.snhu.edu/Organizational-Leadership-MS-online.asp,Variable,$243 per credit ,"Business, Organizational Leadership",Develop leadership skills that will help advance your career with a Master of Science in Organizational Leadership degree from Southern New Hampshire University. Learn how to manage and motivate individuals and teams. Discover how to use strategies and techniques to effect change within a variety of leadership structures. Online under-graduate cost per credit is $320/credit and online graduate credit cost is $627/credit. There are also special reduced rates for active duty military at $225/credit.
Southern New Hampshire University,002580,Community Mental Health,certificate,graduate,classroom,Brunswick,fixed,http://www.snhu.edu/1379.asp,Variable,$243 per credit ,"Psychology, Community Mental Health ","The certificate program consists of 22 credits and includes seven three-credit courses and one one-credit course. All students complete five foundation courses, two three-credit courses in their clinical specializations and a 300-hour internship. Online under-graduate cost per credit is $320/credit and online graduate credit cost is $627/credit. There are also special reduced rates for active duty military at $225/credit."
Southern New Hampshire University,002580,Human Resource Management,certificate,graduate,classroom,Brunswick,fixed,http://www.snhu.edu/Human-Resource-Management-Graduate-Certificate.asp,Variable,$243 per credit ,"Business, Organizational Leadership","Learn the leadership skills needed to effectively manage a workforce from an organizational perspective and the practical skills to oversee the day-to-day responsibilities of an HR department. Become a human resources management professional who understands how to provide the strategic counsel and practical support to employees and management that helps drive high-performing organizations. Your Human Resources Graduate Certificate course work builds your knowledge of human resources strategy, labor relations, compensation and benefits, and human resources ethics. Online under-graduate cost per credit is $320/credit and online graduate credit cost is $627/credit. There are also special reduced rates for active duty military at $225/credit."
Southern New Hampshire University,002580,Leadersip of Non-Profit Organizations,certificate,graduate,classroom,Brunswick,fixed,http://www.snhu.edu/Leadership-of-Non-Profit-Organizations-Graduate-Certificate.asp,Variable,$243 per credit ,"Business, Organizational Leadership","In this program you will learn how to lead organizational change, transform organizations, initiate and implement strategic planning, develop means of financial support, employ sound budgeting practices, and utilize effective marketing strategies. This non-profit leadership program is just one of our online certificate programs that can help you get ahead in your career. Online under-graduate cost per credit is $320/credit and online graduate credit cost is $627/credit. There are also special reduced rates for active duty military at $225/credit."
Southern New Hampshire University,002580,Project Management,certificate,graduate,classroom,Brunswick,fixed,http://www.snhu.edu/Project-Management-Graduate-Certificate.asp,Variable,$243 per credit ,Project Management,"Learn to deliver projects on time, on budget, and on spec with a Certificate for Project Management. The Project Management Certificate prepares you to lead a project through its entire life cycle-from initiation to planning to execution to monitoring to completion. The Certificate for Project Management program is taught by practicing business professionals immersed in the field each day. They understand what’s working, what’s not, and what trends and technology are on the horizon likely to impact project managers. By blending theory with practical application, the Certificate for Project Management program prepares you to make an impact. Online under-graduate cost per credit is $320/credit and online graduate credit cost is $627/credit. There are also special reduced rates for active duty military at $225/credit."
Thomas College,002052,Arts and Sciences,associate,,hybrid,Waterville,flexible,http://www.thomas.edu/content/4914/associate-of-science-in-arts-and-sciences,Variable,$183.33 per credit ,Business,Our two-year Associate of Arts in Arts and Sciences major is designed to prepare students for baccalaureate work and to provide students the opportunity to explore the Arts and Sciences while gaining a solid background in a variety of subject areas.
Thomas College,002052,Business Administration,associate,,hybrid,Waterville,flexible,http://www.thomas.edu/content/4913/associate-of-science-in-business-administration,Variable,$183.33 per credit ,Business,"At Thomas College, our focus is to provide students with the knowledge and skills necessary to successfully manage people and resources in various organizational settings. The concentrations and courses are designed to support and enhance the development of leadership skills in our students in order to prepare them to deal with global settings, a diverse workforce, and constantly changing competitive and regulatory environments."
Thomas College,002052,Accounting,bachelor,,hybrid,Waterville,flexible,http://www.thomas.edu/content/4915/bachelor-of-science-in-accounting,Variable,$183.33 per credit ,Business,"Students completing the Thomas College BS in Accounting program study a full range of accounting techniques and best practices. Our graduates land positions in top firms in Maine and around the country. Our focus is hands-on experience, small classes, and liberal-arts training to give you the best education possible. Our industry-leading internship program is among the best in higher education."
Thomas College,002052,Business Administration,bachelor,,hybrid,Waterville,flexible,http://www.thomas.edu/content/4916/bachelor-of-science-in-business-administration,Variable,$183.33 per credit ,Business,"Graduates of the management program combine management theory, strategic methodology and best practices to solve complex problems. We train students using the latest technology, so that when they enter the field, they can effectively judge the value of the decision support systems in place and identify a full range of ethical alternative solutions. "
Thomas College,002052,Business Administration - Finance/ Economics,bachelor,,hybrid,Waterville,flexible,http://www.thomas.edu/content/4917/bachelor-of-science-in-business-administration-finance-economics-concentration,Variable,$183.33 per credit ,Business,"At Thomas College, our management program produces great leaders. Our focus is to provide students with the knowledge and skills necessary to successfully manage people and resources in various organizational settings. The concentrations and courses are designed to support and enhance the development of leadership skills in our students in order to prepare them to deal with global settings, a diverse workforce, and constantly changing competitive and regulatory environments."
Thomas College,002052,Human Resource Management,bachelor,,hybrid,Waterville,flexible,http://www.thomas.edu/content/4918/bachelor-of-science-in-human-resource-management,Variable,$183.33 per credit ,Business,"Graduates of the human resources management program effectively combine management theory, strategic methodology and best practices to solve complex problems. We train students using the latest technology, so that when they enter the field, they can effectively judge the value of the decision support systems in place and identify a full range of ethical alternative solutions."
University of Maine,002053,Certificate Classical Studies*,certificate,undergraduate,"classroom, online",Orono,flexible,http://umaine.edu/mlandc/undergraduate-programs/minors-and-concentrations-2/,18 hours,$279 per credit,Classical Studies,"This program is available through the Division of Lifelong Learning, Continuing Education/Summer Session. Courses will be available through a combination of distance education and evening or weekend on-site courses at the University of Maine. Although all courses may not be available at centers and sites, students at a distance will be able to receive enough courses in the program at their location to receive a certificate.
Requirements: A minimum of 18 hours of 6 courses is required. This may include, but is not limited to courses in Latin such at LAT 101 & 102 Elementary Latin I & II, LAT 199 Review Latin, LAT 203 & 204 Readings in"
University of Maine,002053,Certificate Environmental Horticulture Studies,certificate,undergraduate,classroom,Orono,flexible,http://www.umaine.edu/lhc/ugraddeg.html,18 hours,$279 per credit,Environmental Science,"The Certificate in Environmental Horticulture Studies program at the University of Maine offers students the opportunity to pursue the study of environmental horticulture through a series of Core courses (Plant Materials). In addition to the Core, there are two concentration options that allow students to specialize in an area of their choice by choosing Plant Production and/or Garden Design. The market potential for the certificate program is mainly the non-traditional student who is looking for opportunities that would allow them to take specific courses in an area of horticulture. This certificate program is based on the premis that potential students will only take one course per semester. Therefore, the Core can be finished in five sequential semesters. The Core program will begin in the Fall semester with PSE100; Plant Science."
University of Maine,002053,Certificate Maine Studies*,certificate,undergraduate,"classroom, online",Orono,flexible,http://umaine.edu/mainestudies/undergraduate-programs/,18 hours,$279 per credit,Maine Studies,"The Certificate in Maine Studies is an 18-hour certificate program that features an interdisciplinary approach to the study of Maine through courses in many disciplines. MES 101, Introduction to Maine Studies, is required of all students in this program. This Certificate program is available to non-degree students through distance technologies. After completing 18 hours in Maine-related courses, the University will award students the Certificate in Maine Studies, and the Certificate will be listed on the students’ transcripts. Please contact the Maine Studies office at 581-3147 for more information. If you are nearing completion of the 18 hours of Maine-related study, contact our office so that we can verify your transcripts and prepare your certificate."
University of Maine,002053,Certificate Peace and Reconciliation Studies*,certificate,undergraduate,"classroom, online",Orono,flexible,http://umaine.edu/peace/academic-program/,18 hours,$279 per credit,Peace and Reconciliation Studies,"Peace and Reconciliation Studies offers an 18-credit online interdisciplinary certificate (with some live course options). Click here for requirements. Any course with a PAX designator that is offered at any UMS site, is also part of the Peace and Reconciliation Studies Curriculum. If there is a course outside of Peace and Reconciliation Studies that you feel has value and relevance, and you wish to take it as part of your program, please contact the academic director, James Toner, jtoner@maine.edu."
University of Maine,002053,Certificate School-Based Adventure Education,certificate,undergraduate,classroom,Orono,flexible,http://catalog.umaine.edu/preview_program.php?catoid=52&poid=4877&returnto=1153,12 hours,$279 per credit,Education,"The Certificate in School-Based Adventure Education prepares students for entry level positions and provides continuing education opportunities to current practitioners and teachers, The certificate focuses primarily on the use and management of the ropes course and artificial climbing walls in the public school, camp, and organizational settings. The curriculum also introduces the student to generic skills in wilderness travel and wilderness medicine. KPE 209 - Wilderness First Responder Credits: 3; KPE 284 - Rock Climbing-Principles and Movement Credits: 1; KPE 286 - Challenge Course Facilitator Skills Credits: KPE 287 - Ropes Course Management Credits: 1; KPE 311 - Maine Wilderness Guide Credits: 3; KPE 384 - Practicum in Kinesiology and Physical Education Credits: 1-3"
University of Maine,002053,Certificate of Equinine Studies,certificate,undergraduate,classroom,Orono,flexible,http://catalog.umaine.edu/preview_program.php?catoid=52&poid=4875&returnto=1143,18 hours,$279 per credit,Equinine Studies,"The Certificate in Equine Studies is designed for individuals from various backgrounds who wish to improve their knowledge of equine management and reproduction. The program is designed to cater to the needs of each individual, from beginners with no horse experience, to equine professionals who wish to strengthen their equine credentials. Although the Certificate can provide a broad education on horses, possible areas of specialization include harness race horse training, assisted equine reproduction, and draft horse management. Currently there is no program providing further education about equine management and reproduction available to the horse-owning public in Maine. As a result of this lack of information, horses, and their owners, frequently suffer unnecessary economic and physical hardship. The University of Maine now has the expertise available to correct this deficiency by offering this Certificate in Equine Studies through Animal and Veterinary Sciences and the Division of Lifelong Learning. Prior to entry into the program, applicants must complete BIO 100 at the University of Maine or an equivalent course at another institution. The student must complete the following three classes. AVS 203 - Equine Management Credits: 3; AVS 353 - Equine Reproduction and Breeding Management Credits: 3; AVS 397 - Equine Internship Credits: 1-4. The student selects an additional 8 or more credits from this list: No more than 8 credits of AVS 397 may be counted towards the 18-credit total. AVS 145 - Animal Science Credits: 4; AVS 150 - History of the Human-Animal Relationship Credits: 3; AVS 151 - History of Veterinary Medicine Credits: 3; AVS 243 - Centered Riding Principles of Equitation Credits: 3; AVS 368 - Independent Study in the Animal Sciences Credits: Ar; AVS 393 - Training the Standardbred Horse Credits: 3; AVS 397 - Equine Internship Credits: 1-4; BUA 201 - Principles of Financial Accounting Credits: 3; EDB 202 - Education in a Multicultural Society Credits: 3; EES 100 - Human Population and the Global Environment Credits: 3; KPE 378 - Physiology of Exercise Credits: 3. For more information, please contact Robert Causey at (207) 581-2782."
University of Maine,002053,"Certificate Interdisciplines: Language, Thought & Culture",certificate,undergraduate,online,Orono,flexible,http://catalog.umaine.edu/preview_program.php?catoid=52&poid=4882&returnto=1143,18 hours,$279 per credit,Interdisciplinary,"OVERVIEW OF DEGREE REQUIREMENTS: Minimum number of credits required to earn certificate: 18: Minimum Cumulative GPA required to earn certificate: None. Minimum Grade requirements for courses to count toward certificate: None. Other GPA requirements to earn certificate: None. Contact Information: Tina Passman, c/o Chadbourne Hall, 207-581-3113, passman@maine.edu This 18 hour interdisciplinary certificate is offered completely through distance education. All courses are asynchronous and online; a few may have a synchronous component in Virtual Reality. Not only are we all connected, we all are interconnected. “Interdisciplines: Language, Thought and Culture” uses the lens of interdisciplinarity to investigate the many ways in which the worlds of past, present and future are interwoven in complex and mutual interchanges. Students will have the opportunity to work in a number of seemingly disparate but subtly connected areas relevant to the web of human life and human ecology. Students will choose 18 credits, and work with the coordinator as a contact person and advisor. Current contact person and advisor: Kristina Passman Nielson (passman@maine.edu) . Courses include: Other online INT courses, including topics courses, may be applied to the certificate, upon approval by the coordinator. If you are interested in taking a course that is NOT listed here, and is offered through distance education, please consult the coordinator. INT 289 - Topics in Interdisciplinary Studies Credits: 3 INT 302 - Foundations of Universal Design: The Ecology of Human Environments Credits: 3 INT 400 - (University Wide) Pop!Tech: The Impact of Technology on Society Credits: 3 INT 410 - (ANT, ENG, MLC) Introduction to the Study of Linguistics Credits: 3 INT 489 - Advanced Topics in Interdisciplinary Studies Credits: 3 INT 490 - (University Wide) Lies, Deception and Heroification Credits: 3 INT 491 - (University Wide) A Midwife’s Tale and the Social Web Credits: 3. Related courses: MES 101 - Introduction to Maine Studies Credits: 3; MES 201 - The Maine Coast Credits: 3; MES 301 - Rachel Carson, Maine, and the Environment Credits: 3; PAX 201 - Introduction to Peace and Reconciliation Studies Credits: 3; PAX 250 - Peace and Pop Culture Credits: 3; PAX 400 - Martin Luther King and the Beloved Community Credits: 3."
University of Maine,002053,Certificate Studies in Accounting,certificate,graduate,online,Orono,flexible,http://umaine.edu/business/mba/graduate-programs/post-baccalaureate-certificates/,24 hours,$418 per credit,Business,"The Certificate of Study in Accounting (CSA), offered by the Maine Business School is designed for individuals who posses a bachelors degree (or higher) in a field other than accounting who wish to enter the accounting profession. The CSA provides an understanding of the body of technical knowledge common to all practicing accountants and furnishes the broad training necessary to take the Certified Public Accounting (CPA) Examination. The Certificate Program requires twenty-four credit hours in accounting (8 courses). Required Courses (21 credit hours): BUA 201 Principles of Accounting I; BUA 202 Principles of Accounting II (prerequisite: BUA 201); BUA 301 Intermediate Accounting I (prerequisite:BUA 202); BUA 302 Intermediate Accounting II (prerequisite: BUA 301);BUA 305 Cost Accounting (prerequisite: BUA 202);BUA 310 Auditing (prerequisite: BUA 301); BUA 312 Federal Taxation of Individuals (prerequisite: BUA 202). In addition, choose ONE of the following courses (3 credit hours): BUA 406 Advanced Managerial Accounting (prerequisite: BUA 305); BUA 409 Accounting for Not-For-Profit Entities (prerequisites: BUA 201 & 202); *BUA 507 Advanced Accounting  (prerequisites: BUA 301 & 302); BUA 515 Federal Taxation of Business Entities  (prerequisite: BUA 312). Students intending to pursue the Accounting track within the MBA program at UMaine should not take these courses as electives in the certificate program, because they are part of the MSA program. Admission and Other Information:  The candidate must have a bachelor’s degree from an accredited institution and provide an official transcript from each institution attended. All courses in the certificate program will be taken for a grade, the student must earn a minimum grad of C- in all courses effective January 1, 2011. Please note that for admission to the MBA program, the minimum grade for all prerequisite courses is B-. Candidates who might later be interested in applying to the Accounting track in the MBA program should be aware that a 3.0 GPA in all college work is required for admission. Students will be assigned an accounting professor as advisor.• The State of Maine requires 150 hours of education, including a bachelors degree and 15 credit hours of accounting prior to applying to sit for the CPA exam. Students planning to take the exam should take as many of the non-required accounting courses as possible, plus Business Law, BUA 220 or its equivalent."
University of Maine,002053,Certificate Food and Nutrition*,certificate,graduate,online,Orono,flexible,http://foodsciencehumannutrition.umaine.edu/graduate-certificate-in-foods-and-nutrition/,15 hours,$418 per credit,Health Professions,"This program is designed to provide professionals working in education, healthcare, food processing and other fields with a background in foods and nutrition. Students may choose to emphasize either food science or nutrition courses in the curriculum, or take a blend of courses. Courses offered via the Internet provide students with flexible learning schedules to accommodate family and work obligations. Educational Objectives: Students will identify legal issues regarding food safety and nutrition labeling and be able to locate current information on relevant regulatory statutes.  They will be able to select food production and processing methods that maximize nutrient retention and food safety. Students will utilize course electives to strengthen competencies in an area of interest to each individual. Required Courses: FSN 436 Food Law; FSN 603 Nutrients and Food Processing; Plus 9 credits of elective classes drawn from FSN courses at the 400, 500 and 600 level that are selected with the assistance of the certificate coordinator to meet students’ professional and personal interests. The program requires a minimum of 15 credit hours of FSN courses, of which not more than 7 credits may be taken at the 400-level. Courses below the 400-level cannot be used for credit in the program. No more than 3 credits may be taken as FSN 581 Special Topics. Students must have taken the prerequisite courses, or obtain the instructor’s permission to enroll in each course. Certificate students may also enroll in courses offered in Orono during the day and evening. Course Descriptions: FSN 436 Food Law. Examination and discussion of federal and state laws and regulations applying to the processing, handling, distribution and serving of food products. 3 cr. Offered spring 2012. On-line. Dr. Al Bushway; FSN 501 Advanced Human Nutrition. Basic nutriion science with emphasis on energy, protein, vitamin, macro-mineral and endocrine function and metabolism. Prerequisite: FSN 410 or permission. Cr. 3. Summer 2012. On-line. Dr. Camire; FSN 502 Food Preservation. Chemicals and processes (freezing, dehydration, canning, irradiation, extrusion) used to extend food quality and safety. 3 cr. Offered fall 2012, Dr. A. Bushway and Dr. Camire, On-line; FSN 508 Nutrition and Aging. Roles of nutrients, foods and supplements in maintaining health during aging. Prerequisite: FSN 301 or permission. Cr. 3 .Spring 2013. On-line. Dr. Camire; FSN 514 Principles of Thermal Processing. Principles of processing of low-acid canned foods and acidified foods, including an understanding of thermal process schedules, types of processing equipment, sanitation and spoilage of thermally processed foods. 1 cr. Offered summer 2013 On-line; FSN 524 Research Methods & Biostatistical Techniques. Evaluates research design and statistics used in the areas of nutritional and medical research. 3 cr. Offered every fall On-line. Dr. Camire; FSN 603 Nutrients & Food Processing. Review of the changes in food nutrient composition and bioavailability during processing from harvest to consumers. 3 cr. Offered spring, 2012 On-line. Dr. Camire; As other courses become available, they will be added to this list. For a complete list of courses taught by the Department of Food Science and Human Nutrition, please visit the Department’s course list page."
University of Maine,002053,Certificate MBS Graduate Business,certificate,graduate,"online, hybrid",Orono,flexible,http://umaine.edu/business/mba/graduate-programs/mbs-graduate-business-certificate/,15 hours,$418 per credit,Business,
University of Maine,002053,Certificate Geographic Information Systems*,certificate,graduate,online,Orono,flexible,http://umaineonline.umaine.edu/certificate/geographic-information-systems/,15 hours,$418 per credit,GIS,"The demand for specialists with geographic information system (GIS) and related geospatial information technology backgrounds continues to expand. The Graduate Certificate in GIS requires a subset of the courses required for completion of the full MS-GIST. These five graduate courses include: SIE 509 Introduction to Geographic Information Systems, SIE 550 Engineering Databases and Information Systems; SIE 510 GIS Applications; and two additional courses selected in consultation with the graduate advisor"
University of Maine,002053,Certificate Innovative Communication Design ,certificate,graduate,online,Orono,flexible,http://umaine.edu/icd/,15 hours,$418 per credit,Design,"Innovative Communication Design (ICD) is a professional certificate program designed for individuals interested in improving their professional presence in today’s technology-driven society. ICD is built on the idea that creative problem solving is the most valuable and transferable survival skill in a constantly evolving marketplace. Students will learn creative approaches and strategies for innovation, become knowledgeable in a range of media and design production tools and gain an understanding of cutting edge marketing and media contexts. The ICD program will be offered exclusively through online classes. It is a graduate certificate program for individuals who want to complement their undergraduate degree with experience and skills relevant to today’s job market. Certificate Requirements: The basic structure of the program will consist of 3 core classes accompanied by six electives. The core classes, Creative Concept Development, Design Aesthetics and Creative Communications, will concentrate on innovative problem solving and the electives will allow students to choose a specific focus for their studies. Project Based Learning. ICD course design ensures students will develop innovative and creative approaches to their work. Course projects are hands-on, and integrate industry standard tools with applied creativity. Students in the program gain tangible, real world skills that will translate directly to future job opportunities. Extended Benefits: The ICD is designed to meet the challenges of today, but also prepare students for the changes tomorrow will bring. As technology changes, ICD students will be at the forefront of growth opportunities, with an understanding of content and delivery suited to the needs of the information age. Who should sign up? Working professionals who need to communicate more effectively; Individuals seeking to update their skill sets for today’s job market; Small business owners trying to reach a broader market; Larger businesses intent on facilitating their own communication design. Areas of Interest: Graphic Design; Graphic Arts; Marketing; Info Graphics; Web Design; UX Engineering; Server-Side Development; Professional Presentations; Video Production"
University of Maine,002053,Certificate Classroom Technology Integrationist* ,certificate,graduate,"classroom, online",Orono,flexible,http://umaineonline.umaine.edu/certificate/technology-integration/,9 hours,$418 per credit,Education,"This 15-credit certificate best suits teachers and trainers interested in the integration of technology projects into their classrooms. With proper planning from a College of Education academic adviser, this certificate can fulfill almost half of your requirements for a master’s degree. Students interested in pursuing a master’s degree should contact a College of Education adviser at edtec@psu.edu prior to taking their final certificate course."
University of Maine,002053,Certificate Education Data Specialist*,certificate,graduate,classroom,Orono,flexible,http://umaine.edu/edhd/graduate-programs/certificate-programs/,12 hours,$418 per credit,Education,"The national initiative for accountability in public education and the movement toward standards based education have in common a reliance on data to inform educational decision-making. State and federal regulations have required testing programs that are providing schools with large amounts of data related to student achievement. These same regulations demand schools use these data to improve instruction. As a result, educational leaders face a significant challenge in interpreting and using data effectively. This four-course certificate sequence is a direct response to this national call for the increased use of data in schools, and will provide participants with the skills needed to effectively and accurately use educational data. Objectives - Students will accurately interpret the results from large scale and local assessments of student achievement for the purpose of communicating with the public, improving instruction, and informing the design of curriculum.  Students will gain skills in combining longitudinal data and performing analyses to detect changes in student learning, and identify areas in need of instructional remediation. Students will become educated and informed consumers of all types of educational data and learn to accurately use that information as part of data-driven decision-making. For more information, download the brochure 2012 Education Data Specialist, or contact Brian Doore at 581-2370"
University of Maine,002053,Certificate Business Administration*,certificate,graduate,"online, hybrid",Orono,flexible,http://umaineonline.umaine.edu/certificate/business-administration/,15 hours,$418 per credit,Business,"The Certificate of Post Graduate Studies in Business Administration provides an understanding of the functional areas common to all business enterprises. This program furnishes the broad training necessary for successful business management in a rapidly changing environment. The certificate program consists of seven-eight courses in management, statistics, finance, marketing, accounting, and economics. Each applicant must have a bachelor’s degree from an accredited institution and provide a transcript from each institution attended. Students must be proficient in college algebra and the use of word processing and spreadsheet software. For an application and further information contact The Business Graduate Office, Maine Business School, University of Maine, Orono, Maine 04469-5723. Telephone: (207) 581-1973 E:mail:MBA@maine.edu Required Courses: BUA 201 – Principles of Financial Accounting or BUA 400; BUA 325 – Principles of Management and Organization; BUA 350 – Business Finance; BUA 370 – Marketing; ECO 120 – Principles of Microeconomics or ECO 410; ECO 121 – Principles of Macroeconomics or ECO 410; PSY 100 – General Psychology; BUA elective: One additional business course for which prerequisites have been met. (BUA 202 is required for the MBA program).  Note that a minimum grade of C- is required in all courses effective January 1, 2011. However, a minimum grade of B- is required for all prerequisite courses for the MBA program. (Students interested in pursuing an MBA at the University of Maine should check those requirements on the Graduate Admissions page. Business-related prerequisite courses required for the MBA include BUA 201, BUA 202, ECO 120 and ECO 121, marketing (BUA370), management (BUA 325), finance (BUA350)and statistics (MAT 215 or 232). These courses can be taken as undergraduate courses or as tutorials after graduation.*BUA400 can substitute for BUA 201 and 202;** ECO 410 can substitute for ECO 120 and 121."
University of Maine,002053,Certificate Social Work Studies*,certificate,graduate,"classroom, online","Orono, Belfast",flexible,http://www.umaine.edu/socialwork/continuing.htm,15 hours,$418 per credit,Social Work,"This Certificate is a 15 credit post-baccalaureate program focusing on the knowledge, values, and skills necessary for working in a diverse human service setting. The core curriculum is built around the foundation year courses of the University of Maine Master’s in Social Work program, and utilizes distance education technology and off-site locations to meet the needs of a statewide audience. This certificate will benefit people who are working in human service agencies such as mental health centers, child welfare, child and family service agencies, and many other social services settings. Students who are licensed in the State of Maine may also submit certificate courses as part of their Continuing Education requirements. The certificate program is also an excellent opportunity for students considering the MSW degree, to learn more about the University of Maine MSW program and advanced social work curriculum. All courses taken through the Certificate in Social Work Studies program are recorded on a transcript and credits earned can be applied towards the MSW degree if the student is accepted into the UM School of Social Work. Enrolling in the Certificate program does not guarantee admission into the matriculated MSW program. Please refer to the Certificate in Social Work Studies Brochure for more information. "
University of Maine,002053,Certificate in Educational Technology Coordinator*,certificate,graduate,online,Orono,flexible,http://umaineonline.umaine.edu/technology-coordination/,15 hours,$418 per credit,Education,"The University of Maine is the first in the state to offer this 15-credit certificate program. This certificate will assist hiring administrators to better understand the level of technology training of potential candidates. The program includes knowledge of methods and strategies for applying technology to student learning and research on implementation of technology. Participants will understand the social, ethical, legal, and human issues surrounding the use of technology in PK-12 schools, policies and procedures regarding the implementation of a technology infrastructure, and how to develop a vision for comprehensive integration of technology. Background and experience with technology preferred. The Technology Coordinator certificate program includes 5 courses/15 credits that include:  Foundations of Distance Education;  Information Security in the Educational Environment;  Advanced Networking, Troubleshooting and Essentials;  Seminar in Educational Media;  Essentials for Educational Technology Leaders."
University of Maine,002053,Certificate Advanced Engineered Wood composites,certificate,graduate,classroom,Orono,flexible,http://gradcatalog.umaine.edu/preview_program.php?catoid=25&poid=3003&returnto=372,16 hours,$418 per credit,Engineering,"The Graduate Certificate in Advanced Engineered Wood Composites is a collaborative effort of the School of Forest Resources, College of Natural Sciences, Forestry and Agriculture and the Department of Civil and Environmental Engineering, College of Engineering.  Educational Objectives: Students will acquire knowledge and will demonstrate comprehension on processing and manufacturing of wood-polymer and fiber-reinforced hybrid composites; Students will conduct and analyze material property characterization of wood-polymer and fiber-reinforced hybrid composites; Students will develop skills in assessing technology and systematizing application of the interdisciplinary graduate training to product development of low-cost, high-performance wood-polymer and fiber-reinforced hybrid composites. The 16 credit Graduate Certificate in Advanced Engineered Wood Composites includes the following: Please note that these courses may have their own prerequisites;  CIE 543 - Introduction to Composite Materials in Civil Engineering Credits: 3; CIE 644 - Advanced Composite Materials in Civil Engineering Credits: 3; WSC 531 - Mechanics of Wood and Wood Composites Credits: 3; WSC 540 - Adhesion and Adhesives Technology Credits: 4; WSC 550 - Wood-Polymer Hybrid Composites Credits: 3; WSC 690 - Graduate Seminar in Wood Science Credits: 1 or CIE 592 Civil Engineering Seminar I; CIE 593 Civil Engineering Seminar II. For Additional Information about the Advanced Engineered Wood Composites Certificate Program, contact: Douglas Gardner, Ph.D. Professor, School of Forest Resources College of Natural Sciences, Forestry and AgricultureTelephone: 581-2846; Email: Doug Gardner. Roberto Lopez-Anido,Ph.D., P.E. Professor, Department of Civil and Environmental Engineering College of Engineering Telephone: 581-2119 Email: Roberto Lopez-Anido "
